Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
The Stonefire Barbeque,400,"Ajnara Complex, G-5, Savita Vihar Anand Vihar Near Gupta Stationery East Delhi 110092","Fabulous Cake Bites is a quick-service restaurant serving premium cakes, pastries and savoury bites. It is an ideal place to satiate one's sweet cravings or order cakes for special occasions. Fabulous Cake Bites also offers premium biscuits and bread. It is located in Anand Vihar, East Delhi. Read less","Dineout Pay, QSR, Bakery",No_Facilities,09999601544,"['Desserts,', 'Fast', 'Food,', 'Bakery', 'and', 'Confectionary']",28.660321,77.317151,,0,0
Tibbs Frankie,500,"Freedom Fighter Enclave, Neb Sarai, IGNOU Road Sainik Farms Near Easy Day South Delhi 110068","Big Belly Burger is a quick-service restaurant that is very popular among burger lovers of the Sainik Farms South Delhi. The restaurant serves the most delicious range of burgers full of flavor and tasty ingredients. They also serve pasta, wraps, and amazing dimsums. The best thing about the restaurant is the affordable menu. The staff is good and service is quick. It follows standard hygiene practices to ensure that the food they serve is of high quality. If you are looking for a healthy place where you can eat delicious burgers, then Big Belly Burger is the best in the area. Read less","Dineout Pay, QSR, Contactless Dining, Delhi Operational","['Home Delivery', 'Take Away', 'Cards Accepted', 'Seating Not Available', 'Wallet Accepted']",09810354632,['Burger'],28.508926,77.20111,5,1,0
Menchie's Frozen Yogurt,800,"Z-12, Basement floor Rajouri Garden Near Car parking J block Rajouri Garden West Delhi 110027",No_About,"Dineout Pay, QSR, Curfew","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",09958756170,"['Desserts,', 'Bakery', 'and', 'Confectionary']",28.64424,77.11684,,0,0
Tikka Junction,2800,"Pride Plaza Hotel, A-5, IGI Airport Aerocity Near Aerocity Metro station South Delhi 110037","Located in Pride Plaza Hotel in Delhi Aerocity, Stallion is one of the best fine dining resto-bars in the city. The place offers an array of drinks, cocktails, and fine spirits along with various finger food items to accompany them. The extensive selection of some of the best wines across the world is also offered here. The premium menu is in line with the varied taste and preferences of the people. Stallion also provides a very fine and luxurious ambiance with comfortable lounges. This is the perfect place for people to have meetings, conversations, and to unwind after a long hard day. Read less","5 Star, Lounge, Dineout Pay, Nightlife, Bar","['Manhattan, Pink Lady, Pinacolada, Classic Martini, Whiskey Sour']",011-66007700,"['Finger', 'Food']",28.549666,77.121185,3.6,25,5
Wow! Momo,600,"GG-2/71-A, Ground Floor Vikaspuri Near Durga Mata Mandir West Delhi 110018","Social Foodie, as the name suggests is a place for big-time foodies. It serves specialty flavors of Fast Food items. The items are inspired by different conventional recipes. The skilled expertise of the chefs that they have developed over the years makes you vouch for the place. This restaurant offers an affordable menu, which is liked by one and all. The inviting ambiance of the cafe makes it a must-visit for junk food lovers. Social Foodie is located in Vikaspuri, West Delhi. Read less","Dineout Pay, QSR, Curfew",No_Facilities,09711417471,"['Fast', 'Food,', 'Shakes']",28.641784,77.079302,5,2,1
Chawla Kitchen,400,"29, J Block, Ground Floor, LSC, DDA Market Vikaspuri Near Durga Mata Mandir West Delhi 110018","Channi Pishori Chicken is extremely popular among the people for its exotic chicken delicacies. With a wide menu full of scintillating chicken recipes, you'll find the perfect fix for your cravings. This QSR is the place to have the best time with your friends and family. Channi Pishori Chicken has an extremely well trained and cordial staff that serves you in the best manner. The fresh ingredients and the heavenly spices used in the dishes make it a heaven for the chicken lovers and the menu is also very affordable. It is located in Vikaspuri West Delhi, Read less","Dineout Pay, QSR, Delhi Operational","['Home Delivery', 'Take Away', 'Seating Not Available', 'Wallet Accepted']",09650145036,"['Chinese,', 'Mughlai,', 'Fast', 'Food']",28.642046,77.079757,4.8,4,2
GoGourmet,600,"Plot C 1/113, 2nd Floor, Block C 1 Janakpuri Near Easy Day West Delhi 110058",No_About,"Cafe, Kids Friendly",No_Facilities,09625323517,"['Fast', 'Food']",28.619406,77.079246,5,1,0
New Lazeez,1500,"Janak Place District Centre, F-20, Upper Ground Floor Janakpuri Near Inox Cinema West Delhi 110058","The comfortable seating and a casual ambiance make Dilli Darbar a perfect place for a family gathering. The decent prices of the dishes and a variety that you get in North Indian and Mughlai cuisines make the place an ideal preference for diners in the area. It an ideal place for people who want to give their palates a delectable twist. Dilli Darbar is located in Janakpuri, West Delhi and it stands nearby Satyam Cinema. The chefs here are efficient at giving the look good factor to the place. Read less","Dineout Pay, Casual Dining, Restobar, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Take Away', 'Cards Accepted', 'Full Bar Available', 'Screening', 'Wallet Accepted']",09650202519,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.630071,77.081816,3.9,29,8
Southy,1200,Shop SG 1 DT Greater Kailash - 2 Near Kotak Mahindra Bank South Delhi 110048,No_About,Cafe,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",09319562035,"['Coffee,', 'Health', 'Food']",28.541444,77.240312,,0,0
GreeNox,500,"H-1A/17, 1st Floor Sector 63 Near Ginger Hotel Noida 201301","Naivedyam is the place to be for authentic South Indian foodies in Delhi. It offers great food at extremely affordable prices. The restaurant offers legendary hospitality along with authentic South Indian delicacies. The ambiance is casual and quirky and the staff is cordial. Naivedyam is spread all across the country with various outlets. This outlet is located in Sector 63, Noida. Read less","Pure Veg, Dineout Pay, Casual Dining, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Wallet Accepted']",No_Contact,"['South', 'Indian']",28.62821,77.375687,4.3,484,104
Bikaner Kesarvala,500,"A3/72, Pocket 3, Sector 7 Rohini Near Vatsalya Mandir North Delhi 110085",No_About,"Dineout Pay, QSR, Curfew","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-65653535,"['Multi-Cuisine,', 'North', 'Indian,', 'Chinese,', 'Continental']",28.703503,77.120178,2.3,3,1
Dial n Dine,500,"Jaipuria Plaza, 116, Block D Sector 26 opposite Delhi Public School Noida 201301",No_About,"Dineout Pay, QSR, Delhi Operational","['Home Delivery', 'Parking']",09911188295,"['North', 'Indian,', 'Chinese']",28.576535,77.335043,2.7,10,4
Fabulous Cake Bites,3000,"Radisson Blu Plaza, National Highway 8, Near IGI Airport Mahipalpur Near IGI Airport South Delhi 110037","For a quick pick-me-up right off the plane, come to our contemporary lounge, where you can snag a delicious sandwich or a cup of tea with a fresh scone. At night, return for the soothing live music from the grand piano and sip a cappuccino while savoring a decedent dessert like the dark and white chocolate brownie. Read less","Lounge, Cafe","['Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Serves Wine']",011-26779191,"['Finger', 'Food']",28.543533,77.119532,5,2,0
Big Belly Burger,300,"A-113, Ground Floor, Double Storey Kalkaji Opposite Metro Jobs Consultancy Private Limited South Delhi 110019",No_About,"Dineout Pay, QSR, Curfew","['Home Delivery', 'Take Away', 'Wallet Accepted']",09717872324,"['Fast', 'Food']",28.543781,77.25108,,0,0
Choko la,400,"Aggarwal City Plaza, 95, Ground Floor, Sector 3 Rohini Near M2K Cinema North Delhi 110085",No_About,"Pure Veg, Dineout Pay, QSR","['Home Delivery', 'Parking', 'Take Away', 'Wallet Accepted']",011-49055909,"['North', 'Indian']",28.700558,77.117376,2.3,6,2
Stallion,800,"Vasant Arcade Shopping Complex, 5, B-7 LSC, Nelson Mandela Marg Vasant Kunj Near Fab India South Delhi 110070","Chick N Fish Express is a quick service restaurant located in Vasant Kunj, South Delhi. They serve scrumptious North Indian, Mughlai and Chinese dishes for you to enjoy. The staff is kind and helpful. Chick N Fish Express serves quality food that you can savour with friends or family. Read less","Dineout Pay, QSR, Curfew",No_Facilities,09818828318,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.533763,77.152185,2.4,3,1
Social Foodie Inside,700,"Shop 7, Ground Floor, Nawabganj, Hari Nagar Mayapuri Phase - 2 Near Punjab National Bank West Delhi 110064",No_About,"Dineout Pay, QSR","['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",08700032767,"['North', 'Indian,', 'Mughlai,', 'Fast', 'Food']",28.630659,77.113347,,0,0
Channi Pishori Chicken,400,"Godavari Complex, 27, Arun Vihar Sector 37 Near Army Public School Noida 201303","Waffles & Crepes is a quick-service restaurant that serves toothsome and delicious crepes and waffles along with a range of savoury dishes. The restaurant offers its customers the choice of personalising their own serving of waffles and Crepes. This restaurant promises to satiate the sweet tooth of those who love desserts and also offers a range of savoury crepes and pancakes, all this at very pocket-friendly prices. Waffles and Crepes are located in Godavari Market, Noida and the nearest landmark is Army Public School. Read less","Dineout Pay, QSR","['Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",0120-4552111,"['Desserts,', 'Fast', 'Food,', 'Waffle']",28.565304,77.339751,5,1,1
Fun Master Cafe,1000,"Godavari Complex, 14, Arun Vihar Sector 37 Near India Post Office Noida 201301","Asian Fun is a quick-service restaurant which serves an array of Asian and Chinese cuisines. They can satiate all your cravings for ramen and sushi with ease. Their mantra is simple and it gets reflected in the quality of food—to spread the fun of eating diverse and rich Asian food. The kiosk is at Noida’s Sector 37, at Godavari Complex. The delectable and flavourful food is served at your doorstep by the speedy and helpful staff. The pocket-friendly menu further adds an edge to Asian Fun. Read less","Dineout Pay, QSR, Curfew","['Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09818333948,"['Asian,', 'Chinese,', 'Sushi']",28.565441,77.340016,5,2,0
Dilli Darbar,1400,"Logix City Centre Mall, 2nd Floor Sector 32 Near Noida City Centre Metro Station Noida 201301","Jungle Jamboree is a perfect place for those who are in search of a theme based restaurant. The pocket-friendly menu that has multiple Cuisines definitely adds on to this new, evolving trend. A unique place for people who love to explore something different. Jungle Jumboree is situated at Logix City Centre. The fresh decor along with lip- smacking food will make the visit to the place worthwhile. This Restaurant is a perfect place to enjoy the Real Jungle theme with Friends, Family and Loved Ones. Read less","Buffet, Kids Friendly, Lunch Buffet, Dinner Buffet, Dineout Pay, Casual Dining, GIRF Awards 2020, Future Vouchers, Curfew","['Air Conditioned', 'Lift', 'Valet Available', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Private Dining Available', 'Wallet Accepted']",07290901459,"['North', 'Indian,', 'Barbecue,', 'Italian,', 'Asian']",28.573903,77.353759,3.9,1229,303
Whiz Cafe,600,"Godavari Complex, 2 Sector 37 Near Army Public School Noida 201303","Serve is a quick-service restaurant that offers its diners delicious and yummy fast food. The restaurant has an outdoor sitting and the exclusive and economic menu allows the diner to choose from a wide range of food and drinks at pocket-friendly prices. Serve is located in Sector 37, Noida. Read less","Dineout Pay, QSR","['Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",0120-4088373,"['Fast', 'Food']",28.565413,77.340382,4.6,28,3
Naivedyam,300,"2, Ground Floor, BS Market Shalimar Bagh Near Govt Nagar Nigam Pratibha School North Delhi 110088","Lean Green is one of the most preferred destinations of foodies who crave for healthy food and shakes. A perfect spot for food lovers who wish to stay fit and healthy, the restaurant offers wholesome delicacies that enhance health and fitness. Serviced by a team of polite staff, the restaurant is based on an elegant and well lit setting, making it ideal for great and healthy quick bites with friends and family. Located in Shalimar Bagh, North Delhi, Lean Green also offers home delivery services to its customers. Read less","Pure Veg, Dineout Pay, QSR",No_Facilities,011-47094521,"['Health', 'Food,', 'Shakes']",28.70585,77.157322,,0,0
